id_solicitud,fecha_solicitud,sucursal,tipo_credito,monto_solicitado,plazo_meses,ingresos_mensuales,antiguedad_laboral,nivel_educativo,estado_civil,numero_dependientes,tiene_otros_creditos,resultado
SOL-00275,2025-05-29,CALI,Vivienda,244200000,60,1800000,1,Profesional,Casado,1,Si,Aprobado
SOL-01973,05/02/2025,Bogota,Vehiculo,59400000,48,4250000,2,Prof.,Union libre,1,No,Aprobado
SOL-01075,05/03/2025,cali,Vehiculo,49200000,36,1800000,9,TECNICO,SOLTERO,1,Si,aprobado
SOL-01810,2024-02-16,Pereira,Libre inversion,20900000,36,2130000,0,Posgrado,Soltero,3,NO,Aprobado
SOL-02362,14/03/2024,Medellin,Libre inversion,21800000,24,3910000,1,tecnico,Soltero,2,1,En estudio
SOL-02069,2025-05-13,medellin,Libre inversion,22300000,48,2670000,N/A,Tecnico,Union libre,1,No,Aprobado
SOL-01964,2024-12-17,Barranquilla,Libre inversion,20700000,36,2420000,3,Tecnico,casado,3,no,Aprobado
SOL-02677,23/06/2024,Bogota,Educacion,6300000,24,3460000,5,Prof.,Soltero,1,NO,Aprobado
SOL-01335,2024-10-03,CALI,Vivienda,140300000,180,4660000,2,Bach.,Casado,0,si,Aprobado
SOL-02198,24/03/2025,Medellin,Libre inversion,17200000,48,5400000,13,Tecnico,Casado,1,1,En estudio
SOL-02248,2024-04-22,CARTAGENA,Libre inversion,12200000,36,5340000,6,Profesional,SOLTERO,0,Si,Aprobado
SOL-00586,2025-05-13,Cali,Libre inversion,8800000,12,5780000,1,tecnico,Soltero,0,No,Aprobado
SOL-00838,2024-02-15,Bogota,Vivienda,94900000,60,2300000,4,Tecnico,UNION LIBRE,4,no,Aprobado
SOL-00711,2024-05-10,Bucaramanga,Vehiculo,52000000,60,5220000,4,Profesional,Soltero,3,Si,Aprobado
SOL-02287,2025-06-17,Bogota,Educacion,3400000,12,1800000,0,Bachiller,Soltero,3,Si,En estudio
SOL-02494,2024-09-24,Barranquilla,Vivienda,121200000,120,$2.550.000, ,Posgrado,casado,2,Si,En estudio
SOL-01251,2024-07-25,Cartagena,Libre inversion,8600000,24,$ 2880000,1,BACHILLER,Casado,0,Si,Aprobado
SOL-02838,2025-04-16,BOGOTA,Vehiculo,50600000,36,2950000,2,Profesional,Casado,0,No,Aprobado
SOL-02585,2025-01-25,Barranquilla,Libre inversion,20300000,24,,1,Bachiller,CASADO,4,Si,Rechazado
SOL-01438,2025-01-21,MEDELLIN,Libre inversion,17600000,48,2.160.000,2,Prof.,Union libre,2,No,Rechazado
SOL-01783,2024-06-16,medellin,Vehiculo,23200000,36,7410000,0,Bachiller,casado,1,no,rechazado
SOL-01554,2025-02-08,Cartagena,Educacion,12400000,36,3030000,12,Tecnico,union libre,0,No,Aprobado
SOL-00817,2024-12-19,CALI,Libre inversion,20700000,24,3810000,4,bachiller,Soltero,2,Si,Aprobado
SOL-02982,28/02/2025,Cali,Educacion,12300000,12,2980000,6,Profesional,Soltero,0,si,Aprobado
SOL-01921,2024-02-26,Bogota,Libre inversion,20100000,48,3540000,1,Bach.,Soltero,2,No,Aprobado
SOL-00958,2024-05-21,Bogota,Educacion,9200000,36,8490000,6,Posgrado,SOLTERO,2,SI,Rechazado
SOL-00303,2024-07-15,pereira,Vehiculo,37300000,48,4070000,14,Bachiller,union libre,0,No,Aprobado
SOL-00572,2025-04-26,BOGOTA,Vehiculo,43700000,36,$ 5820000,2,PROFESIONAL,Soltero,2,No,Aprobado
SOL-02649,2025-03-28,Pereira,Vehiculo,51300000,48,7020000,0,Profesional,casado,1,NO,Aprobado
SOL-01983,2024-04-21,BARRANQUILLA,Libre inversion,18100000,12,6880000,3,Postgrado,Soltero,0,No,Aprobado
SOL-00631,16/04/2024,Pereira,Libre inversion,8400000,36,1800000,3,Prof.,Casado,4,Si,En estudio
SOL-01512,2024-02-16,Medellin,Vivienda,237600000,120,$2.740.000,2,Posgrado,Casado,0,0,APROBADO
SOL-02463,2025-02-08,Bogotá D.C.,Educacion,10500000,12,6390000,,bachiller,Casado,1,Si,Aprobado
SOL-02932,26/02/2024,Medellin,Libre inversion,14600000,36,2110000,0,Tecnico,DIVORCIADO,,Si,Aprobado
SOL-01699,13/05/2024,Barranquilla,Vehiculo,55000000,48,5270000,1,Bachiller,Soltero,1,No,Aprobado
SOL-01064,21/04/2025,Cali,Libre inversion,18500000,24,1820000,2,Posgrado,Union libre,3,No,En estudio
SOL-02086,2024-11-04,CALI,Vivienda,196300000,180,3.160.000, ,Tecnico,CASADO,0,No,Aprobado
SOL-02616,2024-03-13,Barranquilla,Vivienda,189700000,240,3.470.000,3,Tecnico,Divorciado,0,No,Aprobado
SOL-02203,2024-01-17,Medellin,Libre inversion,19300000,24,7270000,1,Tecnico,Union libre,1,No,rechazado
SOL-02561,2024-03-15,Cali,Educacion,11700000,24,1800000,1,Bachiller,Casado,2,No,Aprobado
SOL-02638,2025-01-28,cartagena,Libre inversion,24000000,24,4860000,1,posgrado,casado,2,No,Aprobado
SOL-02882,2024-01-25,bogota,Vivienda,94900000,180,$4.540.000,10,Profesional,Union libre,2,Si,Rechazado
SOL-02548,2024-08-11,Cartagena,Vivienda,227600000,180,5520000,15,Tecnico,SOLTERO,3,Si,Rechazado
SOL-00924,2024-11-07,Bucaramanga,Vehiculo,57300000,24,4490000,9,Prof.,Union libre,0,Si,Aprobado
SOL-00723,16/05/2024,Cartagena,Vehiculo,42400000,60,7950000,0,Bachiller,Union libre,2,No,En estudio
SOL-00060,13/06/2024,Bogota,Vehiculo,36900000,24,$1.860.000,6,POSGRADO,Union libre,1,No,Rechazado
SOL-02236,2024-08-22,Medellín,Vivienda,101100000,60,3600000,7,Tec.,Casado,2,Si,Rechazado
SOL-02437,29/05/2025,cali,Educacion,15300000,36,$6.250.000,3,Profesional,divorciado,2,No,Aprobado
SOL-01846,2025-05-15,CALI,Vehiculo,42300000,60,3440000,,Profesional,Soltero,2,Sí,Rechazado
SOL-00024,18/05/2025,Barranquilla,Vivienda,246900000,120,$2.450.000,6,profesional,Soltero,2,No,Aprobado
SOL-00578,2024-10-12,Cali,Educacion,7000000,24,10970000,2,Profesional,Union libre,2,No,Aprobado
SOL-00684,2025-05-11,Bogota,Vehiculo,51900000,48,1.800.000,4,Profesional,Divorciado,4,No,Aprobado
SOL-01016,26/02/2024,Medellin,Vehiculo,32100000,36,2880000,10,Profesional,Divorciado,1,No,Aprobado
SOL-00347,11/01/2025,Medellin,Educacion,13800000,12,2480000,2,Tecnico,Divorciado,0,No,rechazado
SOL-02887,2024-08-31,Bogota,Libre inversion,12300000,12,2430000,0,tecnico,CASADO,0,Si,RECHAZADO
SOL-01668,21/04/2024,bogota,Vehiculo,50700000,36,4770000,3,Técnico,SOLTERO,0,Si,Aprobado
SOL-01556,2024-11-02,Medellin,Educacion,7900000,12,3560000,5,TECNICO,Casado,1,No,Rechazado
SOL-02990,2024-01-13,cali,Libre inversion,8100000,36,5030000,2,Bach.,Soltero,3,No,Aprobado
SOL-00009,17/12/2024,BARRANQUILLA,Educacion,8300000,36,4060000,1,Posgrado,soltero,2,0,aprobado
SOL-02953,2024-02-17,Medellín,Educacion,16300000,24,2700000,4,Tecnico,Casado,0,NO,Aprobado
SOL-00229,14/09/2024,Medellin,Vivienda,113000000,240,1800000,2,BACHILLER,Soltero,1,No,Aprobado
SOL-00490,2024-03-16,Bogota,Libre inversion,13300000,36,2080000,10,BACHILLER,union libre,,No,Rechazado
SOL-02579,2024-07-23,Medellin,Vehiculo,27900000,36,4510000,3,Bachiller,Casado,1,Si,En estudio
SOL-01666,06/08/2024,Bogota,Libre inversion,15300000,48,1800000,0,Profesional,SOLTERO,0,0,Aprobado
SOL-00830,03/08/2024,BOGOTA,Vehiculo,51500000,60,4620000,1,Tecnico,CASADO,3,Si,Aprobado
SOL-00386,09/09/2024,Barranquilla,Vehiculo,28400000,60,5710000,2,Bachiller,Casado,2,Si,Aprobado
SOL-01956,21/06/2024,BUCARAMANGA,Vivienda,203800000,180,3990000,1,profesional,Union libre,2,No,Rechazado
SOL-00450,2024-08-18,Barranquilla,Vehiculo,30000000,48,3500000,11,Profesional,Union libre,2,Si,EN ESTUDIO
SOL-02500,2025-02-11,Bogotá D.C.,Vehiculo,27800000,48,2680000,11,bachiller,Casado,2,No,Aprobado
SOL-00016,07/04/2024,Bogotá D.C.,Libre inversion,19700000,24,4720000,1,Bachiller,Soltero,3,SI,Rechazado
SOL-01115,2024-07-11,Bogota,Vivienda,133400000,240,$ 2740000,3,Profesional,UNION LIBRE,2,si,Rechazado
SOL-02849,2024-03-08,CALI,Educacion,5800000,24,2620000,16,Tecnico,Soltero,4,Si,rechazado
SOL-01389,2024-06-06,Bogotá,Libre inversion,13400000,24,2700000,13,Bachiller,Union libre,2,0,Aprobado
SOL-02457,20/07/2024,CARTAGENA,Vivienda,229500000,180,3100000,3,TECNICO,soltero,2,No,Aprobado
SOL-01589,2025-02-16,Bogotá,Vehiculo,43600000,24,5590000,3,Posgrado,Casado,2,No,Rechazado
SOL-00824,2025-04-20,Bogotá D.C.,Libre inversion,17800000,36,4240000,4,tecnico,UNION LIBRE,3,Si,Rechazado
SOL-02574,2025-01-23,CARTAGENA,Libre inversion,22700000,36,1800000,3,Profesional,Divorciado,0,Si,En estudio
SOL-02773,2024-01-06,Bogota,Vivienda,221900000,240,2.590.000,0,Tecnico,Union libre,1,No,APROBADO
SOL-01227,11/07/2024,Barranquilla,Vehiculo,48700000,24,$2.450.000,0,Bach.,Union libre,0,No,Rechazado
SOL-02245,2025-03-09,cali,Educacion,7600000,24,4450000,1,Posgrado,Casado,2,Sí,APROBADO
SOL-02665,2024-01-28,Bucaramanga,Vivienda,81100000,240,$2.290.000,3,Prof.,CASADO,4,no,En estudio
SOL-01975,28/05/2025,pereira,Vehiculo,35700000,48,2880000,0,Posgrado,Union libre,0,NO,Rechazado
SOL-01232,29/11/2024,Bogota,Vivienda,155100000,180,1800000,7,posgrado,Soltero,,Si,Aprobado
SOL-01802,12/12/2024,medellin,Libre inversion,13700000,24,9540000,3,Prof.,Soltero,1,Si,Aprobado
SOL-01010,01/02/2024,Cali,Educacion,13600000,12,6000000,10,Profesional,divorciado,4,no,Aprobado
SOL-01755,2024-11-27,Medellin,Vehiculo,58600000,24,2600000,5,Tecnico,Divorciado,0,NO,Aprobado
SOL-02358,2024-02-13,Cali,Libre inversion,20200000,36,2090000,0,Prof.,Casado,1,Si,Rechazado
SOL-02746,03/05/2024,pereira,Vivienda,97400000,60,3820000,6,posgrado,Union libre,0,Si,Aprobado
SOL-02791,2025-01-09,Bogota,Educacion,7200000,36,2120000,1,Bach.,Soltero,1,Si,Aprobado
SOL-02432,28/05/2024,pereira,Libre inversion,16300000,12,$ 3380000,2,Bachiller,Soltero,3,No,Aprobado
SOL-01107,2025-06-19,Medellin,Libre inversion,16800000,12,2.490.000,4,Tecnico,Casado,2,No,Aprobado
SOL-00498,2024-03-05,Medellin,Educacion,4200000,12,4.320.000,10,Tecnico,Union libre,1,Si,rechazado
SOL-00353,2025-04-19,CALI,Vehiculo,57300000,24,6.640.000,2,Bachiller,SOLTERO,1,Si,APROBADO
SOL-01911,2025-04-14,Cali,Libre inversion,10500000,24,4200000,7,Bach.,soltero,1,No,EN ESTUDIO
SOL-00443,2024-12-06,BOGOTA,Libre inversion,19900000,12,2070000,1,Posgrado,Soltero,0,No,Aprobado
SOL-00002,07/04/2024,cali,Libre inversion,17100000,48,2280000,7,Profesional,Unión libre,2,No,APROBADO
SOL-00286,25/02/2024,Bucaramanga,Libre inversion,23500000,24,2770000,1,Tec.,UNION LIBRE,1,Sí,Aprobado
SOL-01561,23/10/2024,Bucaramanga,Libre inversion,11600000,12,3050000,0,PROFESIONAL,Casado,N/A,Si,En estudio
SOL-01647,02/12/2024,Medellin,Educacion,14800000,36,1880000,16,Postgrado,Soltero,0,No,En estudio
SOL-00784,2024-07-21,Medellin,Libre inversion,19400000,12,5260000,22,Tecnico,Casado,0,No,Aprobado
SOL-00861,2024-12-31,Bogota,Educacion,14900000,24,1800000,4,Profesional,Union libre,0,Sí,Aprobado
SOL-01967,2025-04-17,bogota,Vivienda,232000000,60,1800000,10,Prof.,Soltero,0,Si,aprobado
SOL-02675,2024-11-16,Medellin,Vehiculo,41000000,60,3500000,13,Profesional,Union libre,1,NO,Aprobado
SOL-00349,2024-01-18,Barranquilla,Educacion,14700000,36,2880000,3,profesional,Soltero,4,No,Aprobado
SOL-00069,2024-04-23,Barranquilla,Libre inversion,20100000,12,4260000,7,bachiller,Soltero,1,Sí,En estudio
SOL-00404,22/12/2024,Bogota,Educacion,7500000,24,3790000,1,Profesional,Soltero,4,0,Aprobado
SOL-02363,22/11/2024,cali,Libre inversion,12400000,48,3600000,1,Prof.,Soltero,2,No,Aprobado
SOL-00755,2024-04-29,Bogota,Libre inversion,9800000,24,2470000,9,Profesional,Soltero,0,No,APROBADO
SOL-00798,2024-12-04,BARRANQUILLA,Vivienda,245200000,120,1.800.000,4,Tecnico,casado,1,No,Aprobado
SOL-01051,01/06/2025,cali,Vehiculo,34900000,60,3020000,3,Posgrado,Soltero,1,No,Aprobado
SOL-02645,2025-04-02,Bogotá D.C.,Vehiculo,20900000,24,$ 10490000,9,profesional,divorciado,,Si,Aprobado
SOL-02441,2025-04-28,Bogota,Vehiculo,26300000,60,3000000,3,Posgrado,Union libre,4,Si,Rechazado
SOL-00178,2024-11-04,Cali,Libre inversion,21900000,36,2620000,12,Técnico,Soltero,3,Sí,RECHAZADO
SOL-00954,28/03/2025,Cali,Vehiculo,39600000,48,$1.800.000,4,TECNICO,casado,1,No,Rechazado
SOL-01381,06/02/2024,Bogota,Vehiculo,48400000,48,1820000,1,Bachiller,UNION LIBRE,2,No,EN ESTUDIO
SOL-02090,2025-04-27,Bogotá,Libre inversion,10100000,48,1810000,5,bachiller,Soltero,2,No,Aprobado
SOL-01796,2025-01-10,cali,Libre inversion,12400000,36,$ 4570000,2,Tecnico,SOLTERO,4,Si,Rechazado
SOL-02110,2024-06-23,Cali,Vehiculo,23800000,48,1800000,11,Tecnico,Union libre,0,No,Rechazado
SOL-01875,2024-04-17,PEREIRA,Vehiculo,42000000,60,4300000,3,profesional,Soltero,2,Sí,Aprobado
SOL-00253,2024-09-05,Medellin,Vehiculo,27200000,36,1800000,21,Profesional,UNION LIBRE,0,0,Aprobado
SOL-01439,2024-08-26,BOGOTA,Libre inversion,14400000,48,5420000,2,Tec.,Soltero,1,1,Aprobado
SOL-00559,2025-05-22,cali,Libre inversion,20700000,12,3590000,1,Prof.,Casado,0,No,Aprobado
SOL-01578,2024-01-12,Bogota,Vehiculo,36200000,60,2420000,2,Posgrado,Soltero,N/A,Si,Aprobado
SOL-01901,2024-02-25,barranquilla,Libre inversion,13100000,24,2530000,2,PROFESIONAL,Soltero,2,No,Aprobado
SOL-00194,25/10/2024,Bogota,Vivienda,80700000,180,2550000,4,Técnico,Casado,0,No,En estudio
SOL-02916,2025-04-03,Pereira,Libre inversion,24100000,36,$ 2310000,10,Tecnico,Union libre,4,Si,En estudio
SOL-01508,06/05/2024,Medellin,Libre inversion,23800000,12,4700000,6,TECNICO,Casado,1,Si,Rechazado
SOL-02055,2024-04-27,Pereira,Vivienda,82900000,60,1800000,3,,Union libre,,Si,Aprobado
SOL-02040,2025-06-02,CALI,Vehiculo,57600000,24,1910000,3,Bachiller,Soltero,0,1,En estudio
SOL-00245,10/02/2025,bogota,Vivienda,187900000,240,3230000,3,tecnico,Soltero,0,si,aprobado
SOL-00446,14/12/2024,BARRANQUILLA,Vivienda,152200000,60,4370000,6,Tecnico,Soltero,1,1,APROBADO
SOL-00477,27/01/2025,Pereira,Vehiculo,24200000,48,3490000,7,Bachiller,Casado,1,No,Aprobado
SOL-00539,2024-02-04,Bogota,Libre inversion,21000000,12,6290000,2,profesional,soltero,0,No,aprobado
SOL-01331,2025-04-05,Bogotá D.C.,Vehiculo,43400000,48,3150000,7,Tecnico,Casado,2,No,En estudio
SOL-00256,24/03/2025,Medellin,Vivienda,143900000,180,$4.150.000,1,Profesional,Casado,2,No,Rechazado
SOL-00452,2024-06-19,CARTAGENA,Educacion,5900000,24,6920000,2,Profesional,Casado,0,Si,Rechazado
SOL-02784,2024-12-22,Medellin,Libre inversion,11700000,12,2020000,10,Profesional,Casado,1,no,RECHAZADO
SOL-01489,2024-11-16,barranquilla,Libre inversion,11200000,36,3670000,1,Tecnico,Soltero,0,No,Aprobado
SOL-01745,2024-09-02,medellin,Libre inversion,18400000,48,3180000,2,Tecnico,Divorciado,2,No,Aprobado
SOL-02368,2024-10-13,Bogota,Educacion,17200000,36,$ 1800000,2,Profesional,Casado,1,No,aprobado
SOL-01893,12/02/2024,Cali,Vivienda,237800000,240,11350000,1,Tecnico,Casado,0,No,Aprobado
SOL-02495,11/01/2024,Bogota,Educacion,5300000,36,1900000,4,Posgrado,Soltero,2,No,RECHAZADO
SOL-02509,2024-07-10,Cali,Vehiculo,39000000,24,2160000,5,Posgrado,CASADO,0,Sí,Aprobado
SOL-02357,2025-06-08,barranquilla,Educacion,17700000,12,8870000,2,Profesional,Casado,1,0,Aprobado
SOL-02897,2024-03-28,Cartagena,Vivienda,107400000,180,4900000,2,Prof.,Union libre,4,Si,En estudio
SOL-00949,2025-05-01,CALI,Educacion,8700000,12,2640000,4,Bachiller,Union libre,2,No,Aprobado
SOL-00511,28/04/2025,BOGOTA,Vivienda,125600000,180,1800000,1,Profesional,Casado,0,No,Aprobado
SOL-01394,22/02/2025,Pereira,Vivienda,130100000,120,2140000,3,Tecnico,Casado,1,No,APROBADO
SOL-01509,2024-12-06,BOGOTA,Vehiculo,32800000,48,$ 1800000,4,Tecnico,Soltero,1,Si,Aprobado
SOL-01876,2025-02-04,Bogota,Libre inversion,10800000,24,$4.940.000,4,Prof.,soltero,2,Si,Aprobado
SOL-02853,2024-01-10,cali,Libre inversion,13500000,48,1800000,3,Bachiller,Soltero,4,No,Aprobado
SOL-01332,14/01/2024,MEDELLIN,Libre inversion,19700000,12,3700000,,Profesional,Union libre,1,Si,Rechazado
SOL-01310,2025-05-11,Cartagena,Educacion,5800000,36,3370000,1,Bachiller,Union libre,4,no,En estudio
SOL-02955,2025-04-05,Barranquilla,Libre inversion,23000000,24,1800000,2,Profesional,Casado,3,Si,En estudio
SOL-02444,30/03/2025,Medellin,Vivienda,84600000,120,1840000,1,TECNICO,Union libre,0,Sí,Aprobado
SOL-02650,2025-05-24,Medellin,Vivienda,133600000,240,5430000,11,BACHILLER,casado,2,Si,En estudio
SOL-02454,2025-01-30,Pereira,Vehiculo,21300000,60,1800000,1,Profesional,Soltero,2,NO,APROBADO
SOL-01871,2024-10-11,medellin,Vehiculo,38100000,60,2870000,1,Bachiller,Soltero,0,si,aprobado
SOL-02607,2025-05-20,Barranquilla,Libre inversion,22400000,12,3800000,4,Prof.,Soltero,2,Si,Rechazado
SOL-02451,25/06/2025,Bogotá D.C.,Libre inversion,22800000,24,5130000,2,PROFESIONAL,Soltero,2,Si,Aprobado
SOL-02409,2025-06-18,Bogota,Vehiculo,28300000,48,5840000,2,Profesional,UNION LIBRE,0,NO,Rechazado
SOL-00622,2024-04-10,Medellin,Educacion,17400000,24,3.010.000,7,Bachiller,Union libre,1,1,Aprobado
SOL-01511,2025-06-04,Medellin,Educacion,11900000,12,4330000,1,POSGRADO,Unión libre,3,No,En estudio
SOL-02036,07/01/2024,Bogota,Educacion,12100000,36,5060000,9,Bachiller,Soltero,1,No,Aprobado
SOL-01672,03/02/2024,Bogota,Libre inversion,20100000,36,2640000,5,Profesional,SOLTERO,1,1,Aprobado
SOL-01701,2025-02-02,Bogota,Libre inversion,11500000,24,3250000,5,Tecnico,Union libre,2,si,En estudio
SOL-02428,08/02/2024,Bogotá D.C.,Vivienda,160900000,180,1870000,19,Profesional,Union libre,2,NO,RECHAZADO
SOL-01201,07/03/2025,Pereira,Libre inversion,19000000,48,9800000,4,Profesional,Divorciado,0,Si,Aprobado
SOL-02705,2024-05-12,Barranquilla,Vehiculo,28400000,48,3120000,15,POSGRADO,Casado,1,No,RECHAZADO
SOL-00664,2025-04-27,BOGOTA,Vehiculo,43400000,24,1980000,4,Tecnico,Casado,0,No,Rechazado
SOL-00775,19/05/2024,Pereira,Vivienda,183300000,240,3030000,4,POSGRADO,Union libre,0,No,Rechazado
SOL-00574,2025-02-09,Bogotá D.C.,Libre inversion,17800000,24,1860000,10,Tecnico,casado,0,No,Rechazado
SOL-01931,2024-08-03,Medellin,Vehiculo,55800000,24,3800000,2,Profesional,soltero,3,No,En estudio
SOL-02347,2025-02-01,Bogotá,Libre inversion,19800000,12,2180000,1,Posgrado,soltero,1,Si,Aprobado
SOL-02544,10/02/2024,Medellin,Vivienda,99100000,60,3610000,15,Profesional,Soltero,2,0,Rechazado
SOL-02699,2025-04-20,Barranquilla,Vehiculo,23300000,48,3.640.000,1,Tec.,union libre,1,No,En estudio
SOL-01919,2024-07-23,CALI,Libre inversion,20700000,48,1.800.000,6,Bach.,Soltero,0,Si,Aprobado
SOL-01122,2025-05-04,Bogota,Vivienda,112500000,60,3.380.000,0,Posgrado,Soltero,3,no,Aprobado
SOL-02028,2025-04-26,Barranquilla,Vivienda,155000000,60,$ 4100000,2,POSGRADO,soltero,0,No,APROBADO
SOL-02542,2024-12-06,Bogota,Libre inversion,18200000,12,2510000,3,Bach.,Casado,0,Si,Aprobado
SOL-01998,2024-05-21,Cali,Vehiculo,29800000,36,3630000,3,Posgrado,Casado,2,Si,Aprobado
SOL-00140,2024-06-20,bucaramanga,Vivienda,196000000,240,3510000,4,Tec.,casado,3,Si,Aprobado
SOL-02044,2025-04-05,Cali,Vivienda,115700000,60,5630000,1,POSGRADO,union libre,0,Si,Rechazado
SOL-00283,2024-10-14,Cali,Libre inversion,13500000,48,$ 2640000,N/A,Prof.,Soltero,0,No,Aprobado
SOL-00259,02/07/2024,Bogota,Libre inversion,9400000,12,14340000,2,Posgrado,soltero,4,No,Rechazado
SOL-00617,2025-05-07,Bogota,Vehiculo,31800000,24,1800000,1,Bachiller,casado,0,Si,APROBADO
SOL-01812,2025-05-30,bogota,Vehiculo,33300000,48,4.180.000,5,Bachiller,Union libre,2,NO,Aprobado
SOL-01798,2024-12-22,CARTAGENA,Libre inversion,10400000,36,2260000,2,Posgrado,Union libre,0,No,Aprobado
SOL-02113,2024-10-08,BOGOTA,Libre inversion,19600000,48,5050000,1,Tecnico,Soltero,3,Si,EN ESTUDIO
SOL-02737,2024-03-31,Barranquilla,Libre inversion,15600000,24,2160000,5,Tecnico,Soltero,0,1,Aprobado
SOL-00726,2025-03-01,Cartagena,Vivienda,81800000,60,3670000,1,bachiller,soltero,0,Si,Aprobado
SOL-01637,31/03/2024,Medellin,Vivienda,178800000,60,5920000,1,Profesional,Soltero,1,No,Aprobado
SOL-02117,2025-03-23,MEDELLIN,Vehiculo,51600000,36,9570000,5,POSGRADO,Soltero,1,1,Aprobado
SOL-00678,2025-06-09,CARTAGENA,Vehiculo,50300000,48,1800000,3,Profesional,Casado,2,No,Aprobado
SOL-02841,22/04/2024,CALI,Vivienda,102500000,180,2080000,4,TECNICO,CASADO,3,No,Aprobado
SOL-01153,30/05/2024,Cali,Libre inversion,24100000,24,3210000,0,Profesional,Soltero,3,No,Aprobado
SOL-01898,2025-06-05,PEREIRA,Educacion,3500000,12,1800000,N/A,Tecnico,Casado,1,SI,RECHAZADO
SOL-00056,21/11/2024,bogota,Libre inversion,10900000,48,$1.800.000,2,Tecnico,soltero,2,No,Rechazado
SOL-02007,2024-03-17,barranquilla,Libre inversion,19100000,12,3.310.000,8,Tecnico,Union libre,0,Si,APROBADO
SOL-02247,2024-10-20,Pereira,Vivienda,217000000,120,7320000,0,Posgrado,Soltero,0,1,Aprobado
SOL-01412,17/05/2024,Barranquilla,Vehiculo,30500000,24,2710000,12,Tecnico,Soltero,1,Si,Rechazado
SOL-02764,2025-01-27,cartagena,Vivienda,110900000,240,6810000,3,Técnico,Divorciado,0,si,Aprobado
SOL-01289,2024-10-08,Medellin,Vehiculo,55900000,60,5720000,0,Tecnico,CASADO,0,NO,En estudio
SOL-00167,17/02/2024,Medellin,Vehiculo,28200000,24,2880000,2,Profesional,CASADO,2,no,Aprobado
SOL-02885,2024-08-27,barranquilla,Vehiculo,34100000,60,2860000,17,Posgrado,Union libre,0,si,En estudio
SOL-00873,2025-05-09,BOGOTA,Vehiculo,48300000,24,2170000,3,Postgrado,Soltero,2,No,aprobado
SOL-01362,24/05/2024,Medellin,Vivienda,220600000,120,4.770.000,13,Prof.,SOLTERO,0,No,Rechazado
SOL-00888,28/09/2024,Medellin,Educacion,17400000,12,3080000,2,PROFESIONAL,Casado,0,No,Rechazado
SOL-00889,2025-02-17,CALI,Libre inversion,17900000,48,3420000,0,Bachiller,Soltero,0,No,Aprobado
SOL-02889,2024-01-12,Barranquilla,Vehiculo,46800000,36,4140000,2,Tecnico,Union libre,2,No,Rechazado
SOL-02427,2025-05-17,Bogota,Vehiculo,37900000,24,2270000,1,Tecnico,CASADO,2,Si,Aprobado
SOL-01820,2025-06-26,Medellin,Libre inversion,10600000,48,$ 4200000,1,Postgrado,Casado,0,NO,Rechazado
SOL-02459,2025-04-07,cali,Libre inversion,8300000,12,1800000,0,PROFESIONAL,Union libre,1,No,aprobado
SOL-00499,2024-05-06,Bogota,Vivienda,108700000,120,2700000,1,profesional,Soltero,0,Si,Aprobado
SOL-00715,2024-07-06,Bogotá,Educacion,7300000,24,8330000,4,Profesional,Union libre,1,Si,aprobado
SOL-02738,2025-05-08,Bucaramanga,Libre inversion,20600000,12,3290000,28,Profesional,Casado,0,Si,Aprobado
SOL-01057,2024-06-09,Bogota,Educacion,12900000,24,2060000,0,BACHILLER,Soltero,0,No,Aprobado
SOL-02751,2024-07-20,Bogota,Vehiculo,58100000,48,2060000,1,Tecnico,Divorciado,0,No,Aprobado
SOL-00365,2024-05-03,PEREIRA,Vehiculo,21600000,60,1800000,5,TECNICO,Casado,2,No,En estudio
SOL-01469,2024-06-01,Barranquilla,Educacion,15000000,12,$ 4100000,2,Profesional,union libre,0,NO,Aprobado
SOL-02320,2024-09-05,Bogota,Libre inversion,22500000,48,3260000,0,Bachiller,Soltero,1,No,Aprobado
SOL-01728,2024-11-11,Bucaramanga,Vehiculo,40700000,24,7.290.000,8,Prof.,union libre,1,No,Aprobado
SOL-02503,2024-09-20,Pereira,Libre inversion,16700000,36,4880000,7,Profesional,Union libre,2,No,Aprobado
SOL-02271,21/12/2024,cartagena,Libre inversion,24400000,24,2270000,8,Bachiller,Casado,1,0,Aprobado
SOL-00801,2025-04-27,Bogota,Vehiculo,33300000,60,2.080.000,2,Bachiller,Casado,1,0,Rechazado
SOL-00618,08/09/2024,MEDELLIN,Educacion,11500000,24,1800000,7,BACHILLER,Union libre,1,0,Rechazado
SOL-02012,25/03/2024,Cali,Libre inversion,15100000,12,3080000,3,Profesional,Unión libre,3,no,En estudio
SOL-00601,25/05/2025,Medellin,Libre inversion,19200000,24,$ 7800000,1,Profesional,SOLTERO,0,No,En estudio
SOL-00124,2024-06-27,Medellín,Libre inversion,11400000,12,5020000,0,posgrado,divorciado,0,No,Aprobado
SOL-01598,2024-05-15,Medellin,Vivienda,160100000,240,$1.800.000,N/A,Posgrado,Casado,0,No,Rechazado
SOL-00335,10/11/2024,BOGOTA,Vivienda,167600000,60,6980000,3,Bachiller,SOLTERO,0,No,En estudio
SOL-01858,06/11/2024,Bogota,Vivienda,90100000,60,$3.790.000,4,TECNICO,Soltero,3,SI,Aprobado
SOL-02284,2025-04-29,bogota,Vivienda,85300000,180,$ 2560000,2,Bachiller,Casado,1,no,Rechazado
